date_reported,clsd,offense,location,theft_code,hate_bias,dayofweek,cpd_neighborhood,weapons,victim_age,victim_race,suspect_age,suspect_race
6/27/2019 22:30,I--INVESTIGATION PENDING,AGGRAVATED ROBBERY,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,NORTH FAIRMOUNT,12 - HANDGUN,18-25,BLACK,UNKNOWN,BLACK
3/17/2019 3:48,J--CLOSED,FELONIOUS ASSAULT,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,EVANSTON,11 - FIREARM (TYPE NOT STATED),UNDER 18,BLACK,UNKNOWN,UNKNOWN
7/7/2019 23:23,H--WARRANT ISSUED,FELONIOUS ASSAULT,47-STREET,NA,88--DOMESTIC VIOLENCE,SUNDAY,HARTWELL,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",41-50,BLACK,31-40,BLACK
1/16/2019 16:15,H--WARRANT ISSUED,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,C. B. D. / RIVERFRONT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNDER 18,BLACK,UNDER 18,BLACK
3/21/2019 11:22,D--VICTIM REFUSED TO COOPERATE,PUBLIC INDECENCY,14-OTHER PUBLIC ACCESS BUILDING,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,MT.  WASHINGTON,U - UNKNOWN,UNKNOWN,NA,31-40,ASIAN/PACIFIC ISLAND
7/17/2019 20:12,F--CLEARED BY ARREST - ADULT,FELONIOUS ASSAULT,03-RESIDENTIAL FACILITY,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,AVONDALE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",OVER 70,WHITE,18-25,WHITE
1/4/2019 7:33,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,THURSDAY,WESTWOOD,99 - NONE,41-50,BLACK,UNKNOWN,NA
1/31/2019 22:02,J--CLOSED,UNAUTHORIZED USE OF MOTOR VEHICLE,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,OVER-THE-RHINE,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
6/5/2019 4:46,Z--EARLY CLOSED,THEFT,02-MULTI FAMILY,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,WEST PRICE HILL,99 - NONE,26-30,WHITE,51-60,WHITE
1/14/2019 14:24,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,02-MULTI FAMILY APARTMENT,NA,88--DOMESTIC VIOLENCE,MONDAY,WESTWOOD,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",61-70,WHITE,UNKNOWN,NA
6/23/2019 12:25,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SUNDAY,WESTWOOD,99 - NONE,26-30,WHITE,18-25,BLACK
7/25/2019 22:40,I--INVESTIGATION PENDING,MURDER,01-SINGLE FAMILY 3 PLUS FLOORS,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,FAIRVIEW,12 - HANDGUN,26-30,BLACK,18-25,BLACK
1/19/2019 10:23,H--WARRANT ISSUED,UNAUTHORIZED USE OF MOTOR VEHICLE,13-PARKING GARAGE,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WALNUT HILLS,99 - NONE,UNKNOWN,NA,31-40,BLACK
3/13/2019 9:37,J--CLOSED,ROBBERY,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,MOUNT AIRY,18 - BB AND PELLET GUNS,51-60,BLACK,UNDER 18,BLACK
1/19/2019 1:26,F--CLEARED BY ARREST - ADULT,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WEST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",41-50,WHITE,UNKNOWN,NA
7/22/2019 3:35,I--INVESTIGATION PENDING,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,OVER-THE-RHINE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,BLACK,31-40,BLACK
6/26/2019 8:27,Z--EARLY CLOSED,THEFT,02-MULTI FAMILY,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,TUESDAY,ROSELAWN,99 - NONE,OVER 70,BLACK,UNKNOWN,NA
1/24/2019 14:03,Z--EARLY CLOSED,THEFT,47-STREET,24O-MOTOR VEHICLE THEFT,N--NO BIAS/NOT APPLICABLE,MONDAY,SOUTH  FAIRMOUNT,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
6/26/2019 12:33,H--WARRANT ISSUED,UNAUTHORIZED USE OF MOTOR VEHICLE,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,WEST PRICE HILL,99 - NONE,41-50,BLACK,31-40,BLACK
1/27/2019 20:10,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,02-MULTI FAMILY APARTMENT,NA,88--DOMESTIC VIOLENCE,SUNDAY,WESTWOOD,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,BLACK,UNKNOWN,NA
2/1/2019 22:32,Z--EARLY CLOSED,MENACING,04-OTHER RESIDENTIAL,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,WESTWOOD,99 - NONE,41-50,WHITE,18-25,WHITE
3/22/2019 15:20,Z--EARLY CLOSED,TELEPHONE HARASSMENT,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,AVONDALE,99 - NONE,18-25,BLACK,26-30,BLACK
2/23/2019 17:30,Z--EARLY CLOSED,THEFT,52-OTHER OUTSIDE LOCATION,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SATURDAY,CORRYVILLE,99 - NONE,31-40,WHITE,UNKNOWN,NA
6/7/2019 18:45,J--CLOSED,THEFT,01-SINGLE FAMILY 2 STORY,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,FRIDAY,FAIRVIEW,99 - NONE,51-60,BLACK,41-50,BLACK
6/5/2019 12:37,Z--EARLY CLOSED,THEFT,14-OTHER PUBLIC ACCESS BUILDING,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SATURDAY,COLLEGE  HILL,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
5/31/2019 7:05,G--CLEARED BY ARREST - JUVENILE,THEFT,47-STREET,24O-MOTOR VEHICLE THEFT,N--NO BIAS/NOT APPLICABLE,THURSDAY,SPRING GROVE VILLAGE,99 - NONE,51-60,WHITE,UNDER 18,BLACK
6/16/2019 21:59,F--CLEARED BY ARREST - ADULT,ASSAULT,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,WEST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",41-50,WHITE,UNKNOWN,NA
6/27/2019 18:17,I--INVESTIGATION PENDING,MISUSE OF CREDIT CARD,22-OTHER BUSINESS OFFICE,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,SOUTH  FAIRMOUNT,99 - NONE,51-60,WHITE,26-30,WHITE
2/12/2019 14:59,H--WARRANT ISSUED,THEFT,01-SINGLE FAMILY 2 STORY,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,TUESDAY,COLLEGE  HILL,99 - NONE,26-30,BLACK,18-25,BLACK
4/18/2019 10:02,I--INVESTIGATION PENDING,THEFT,77-OTHER,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,OVER-THE-RHINE,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
1/14/2019 15:26,J--CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,MONDAY,CLIFTON,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",51-60,WHITE,UNKNOWN,NA
1/21/2019 5:31,J--CLOSED,THEFT,02-MULTI FAMILY APARTMENT,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,MONDAY,OVER-THE-RHINE,99 - NONE,31-40,WHITE,26-30,UNKNOWN
5/4/2019 18:16,Z--EARLY CLOSED,AGGRAVATED MENACING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,SOUTH  FAIRMOUNT,99 - NONE,18-25,BLACK,UNKNOWN,BLACK
6/3/2019 12:37,Z--EARLY CLOSED,BURGLARY,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WEST PRICE HILL,99 - NONE,18-25,WHITE,UNKNOWN,NA
2/3/2019 23:10,G--CLEARED BY ARREST - JUVENILE,DOMESTIC VIOLENCE,01-SINGLE FAMILY HOME,NA,88--DOMESTIC VIOLENCE,SUNDAY,WESTWOOD,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,BLACK,UNKNOWN,NA
8/9/2019 17:15,F--CLEARED BY ARREST - ADULT,ASSAULT,11-HOSPITAL,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,41-50,WHITE,UNKNOWN,NA
6/23/2019 1:39,F--CLEARED BY ARREST - ADULT,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,OVER-THE-RHINE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,UNKNOWN,UNKNOWN,NA
7/7/2019 22:50,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,01-SINGLE FAMILY 2 STORY,NA,88--DOMESTIC VIOLENCE,SUNDAY,ROSELAWN,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",41-50,BLACK,UNKNOWN,NA
1/28/2019 18:41,J--CLOSED,THEFT,01-SINGLE FAMILY HOME,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SATURDAY,NORTHSIDE,99 - NONE,51-60,WHITE,UNKNOWN,NA
8/7/2019 17:53,F--CLEARED BY ARREST - ADULT,ASSAULT,28-RESTAURANT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,SPRING GROVE VILLAGE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,BLACK,UNKNOWN,NA
8/5/2019 4:43,NA,THEFT,38-VARIETY/CONVENIENCE STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,SUNDAY,NA,99 - NONE,UNKNOWN,NA,UNKNOWN,BLACK
6/24/2019 21:00,F--CLEARED BY ARREST - ADULT,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WINTON HILLS,11 - FIREARM (TYPE NOT STATED),41-50,BLACK,UNKNOWN,BLACK
4/3/2019 13:52,Z--EARLY CLOSED,ROBBERY,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,AVONDALE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",51-60,BLACK,41-50,BLACK
4/17/2019 20:52,H--WARRANT ISSUED,MENACING,28-RESTAURANT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,OVER-THE-RHINE,99 - NONE,UNKNOWN,NA,31-40,WHITE
8/5/2019 20:03,F--CLEARED BY ARREST - ADULT,THEFT,39-DEPARTMENT/DISCOUNT STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,MONDAY,COLLEGE  HILL,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
5/21/2019 10:42,K--UNFOUNDED,BURGLARY,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,EAST PRICE HILL,99 - NONE,26-30,BLACK,18-25,BLACK
7/4/2019 8:00,Z--EARLY CLOSED,THEFT,02-MULTI FAMILY APARTMENT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,HYDE PARK,U - UNKNOWN,18-25,WHITE,UNKNOWN,NA
7/12/2019 21:28,F--CLEARED BY ARREST - ADULT,ASSAULT,47-STREET,NA,88--DOMESTIC VIOLENCE,FRIDAY,EAST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,BLACK,18-25,BLACK
2/21/2019 21:39,F--CLEARED BY ARREST - ADULT,THEFT,29-GAS STATION,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,THURSDAY,WESTWOOD,99 - NONE,UNKNOWN,NA,26-30,WHITE
1/4/2019 11:05,J--CLOSED,IMPROPERLY DISCHARGING FIREARM AT/INTO HABITATION/SCHOOL,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,OVER-THE-RHINE,11 - FIREARM (TYPE NOT STATED),UNKNOWN,NA,UNKNOWN,NA
4/15/2019 20:55,D--VICTIM REFUSED TO COOPERATE,CRIMINAL DAMAGING/ENDANGERING,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,COLLEGE  HILL,99 - NONE,51-60,WHITE,UNDER 18,BLACK
7/22/2019 22:11,I--INVESTIGATION PENDING,ASSAULT,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,EAST WALNUT HILLS,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,BLACK,31-40,BLACK
3/6/2019 14:00,F--CLEARED BY ARREST - ADULT,CRIMINAL DAMAGING/ENDANGERING,02-MULTI FAMILY 4 PLEX,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,MT.  WASHINGTON,80 - OTHER WEAPON,UNKNOWN,NA,UNKNOWN,NA
2/13/2019 16:19,K--UNFOUNDED,THEFT,59-DAYCARE FACILITY,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,FRIDAY,COLLEGE  HILL,99 - NONE,UNKNOWN,NA,26-30,BLACK
2/6/2019 14:28,J--CLOSED,AGGRAVATED MENACING,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,COLLEGE  HILL,12A - AUTOMATIC HANDGUN,18-25,BLACK,18-25,BLACK
4/2/2019 9:03,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,TUESDAY,MOUNT  AUBURN,U - UNKNOWN,18-25,WHITE,UNKNOWN,NA
8/8/2019 6:06,H--WARRANT ISSUED,CRIMINAL DAMAGING/ENDANGERING,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,WEST PRICE HILL,U - UNKNOWN,26-30,BLACK,26-30,BLACK
6/24/2019 17:02,G--CLEARED BY ARREST - JUVENILE,FELONIOUS ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,EVANSTON,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),31-40,WHITE,UNDER 18,BLACK
2/2/2019 12:44,D--VICTIM REFUSED TO COOPERATE,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WEST PRICE HILL,99 - NONE,51-60,BLACK,UNDER 18,UNKNOWN
2/28/2019 18:54,H--WARRANT ISSUED,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,MADISONVILLE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNDER 18,BLACK,UNDER 18,BLACK
7/1/2019 16:25,J--CLOSED,THEFT,48-PARKING LOT,23G-THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,N--NO BIAS/NOT APPLICABLE,SATURDAY,CLIFTON,99 - NONE,18-25,WHITE,UNKNOWN,NA
5/9/2019 14:50,J--CLOSED,ASSAULT,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,PLEASANT RIDGE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,WHITE,18-25,BLACK
5/17/2019 8:39,J--CLOSED,THEFT,47-STREET,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,THURSDAY,C. B. D. / RIVERFRONT,99 - NONE,41-50,WHITE,UNKNOWN,NA
7/29/2019 12:55,J--CLOSED,AGGRAVATED MENACING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WESTWOOD,U - UNKNOWN,18-25,BLACK,31-40,WHITE
5/10/2019 9:30,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,01-SINGLE FAMILY 2 STORY,NA,88--DOMESTIC VIOLENCE,FRIDAY,SAYLER  PARK,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,BLACK,26-30,BLACK
7/17/2019 16:41,Z--EARLY CLOSED,THEFT,40-OTHER RETAIL STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,CORRYVILLE,99 - NONE,UNKNOWN,NA,18-25,BLACK
4/18/2019 10:57,Z--EARLY CLOSED,THEFT,67-LIBRARY,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,THURSDAY,C. B. D. / RIVERFRONT,99 - NONE,61-70,BLACK,UNKNOWN,NA
6/10/2019 9:01,J--CLOSED,THEFT,03-RESIDENTIAL FACILITY,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,MONDAY,NORTHSIDE,99 - NONE,OVER 70,WHITE,31-40,BLACK
6/21/2019 23:15,Z--EARLY CLOSED,THEFT,37-GROCERY/SUPERMARKET,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,WESTWOOD,99 - NONE,31-40,WHITE,UNKNOWN,NA
5/15/2019 17:07,Z--EARLY CLOSED,MENACING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,PLEASANT RIDGE,99 - NONE,31-40,WHITE,31-40,BLACK
1/2/2019 20:32,Z--EARLY CLOSED,ROBBERY,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,AVONDALE,12 - HANDGUN,51-60,WHITE,UNKNOWN,BLACK
3/16/2019 20:47,J--CLOSED,AGGRAVATED ROBBERY,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,EVANSTON,12 - HANDGUN,51-60,BLACK,18-25,BLACK
2/21/2019 20:32,J--CLOSED,AGGRAVATED ROBBERY,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,ROSELAWN,11 - FIREARM (TYPE NOT STATED),41-50,BLACK,18-25,BLACK
2/9/2019 12:34,Z--EARLY CLOSED,THEFT,47-STREET,24I-THEFT OF LICENSE PLATE,N--NO BIAS/NOT APPLICABLE,SATURDAY,EAST PRICE HILL,U - UNKNOWN,51-60,BLACK,UNKNOWN,NA
4/30/2019 12:30,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,MONDAY,WESTWOOD,99 - NONE,61-70,WHITE,UNKNOWN,NA
1/6/2019 17:19,J--CLOSED,BURGLARY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,FAIRVIEW,U - UNKNOWN,18-25,WHITE,UNKNOWN,NA
7/5/2019 14:03,J--CLOSED,CRIMINAL DAMAGING/ENDANGERING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,CLIFTON,99 - NONE,UNKNOWN,NA,26-30,BLACK
7/4/2019 17:28,Z--EARLY CLOSED,AGGRAVATED BURGLARY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,AVONDALE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",51-60,BLACK,61-70,BLACK
5/26/2019 23:36,Z--EARLY CLOSED,BURGLARY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WEST PRICE HILL,U - UNKNOWN,31-40,WHITE,UNKNOWN,NA
5/15/2019 13:30,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,TUESDAY,MT.  WASHINGTON,99 - NONE,41-50,WHITE,UNKNOWN,NA
7/18/2019 9:43,G--CLEARED BY ARREST - JUVENILE,SEXUAL IMPOSITION,08-SCHOOL,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,MADISONVILLE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,NA
4/9/2019 9:45,K--UNFOUNDED,THEFT,47-STREET,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,TUESDAY,EAST  END,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
4/1/2019 9:26,Z--EARLY CLOSED,THEFT,77-OTHER,24O-MOTOR VEHICLE THEFT,N--NO BIAS/NOT APPLICABLE,SUNDAY,EAST PRICE HILL,U - UNKNOWN,31-40,BLACK,UNKNOWN,NA
5/15/2019 8:11,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,TUESDAY,EAST PRICE HILL,99 - NONE,31-40,BLACK,UNKNOWN,NA
5/13/2019 12:18,Z--EARLY CLOSED,THEFT,01-SINGLE FAMILY HOME,23G-THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,N--NO BIAS/NOT APPLICABLE,SATURDAY,CLIFTON,U - UNKNOWN,31-40,WHITE,UNKNOWN,NA
2/10/2019 15:03,K--UNFOUNDED,VIOLATE PROTECTION ORDER/CONSENT AGREEMENT,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,WESTWOOD,99 - NONE,41-50,BLACK,31-40,BLACK
6/2/2019 22:17,H--WARRANT ISSUED,ASSAULT,02-MULTI FAMILY,NA,88--DOMESTIC VIOLENCE,SUNDAY,EVANSTON,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNDER 18,BLACK,51-60,BLACK
5/20/2019 21:37,H--WARRANT ISSUED,UNAUTHORIZED USE OF MOTOR VEHICLE,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,PLEASANT RIDGE,U - UNKNOWN,UNKNOWN,NA,18-25,BLACK
7/18/2019 16:45,I--INVESTIGATION PENDING,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,COLLEGE  HILL,12 - HANDGUN,31-40,BLACK,UNKNOWN,BLACK
6/4/2019 16:29,K--UNFOUNDED,VIOLATE PROTECTION ORDER/CONSENT AGREEMENT,17-BARBER/BEAUTY SHOP,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,ROSELAWN,99 - NONE,41-50,BLACK,26-30,BLACK
4/1/2019 23:30,Z--EARLY CLOSED,BURGLARY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,SEDAMSVILLE,U - UNKNOWN,41-50,BLACK,UNKNOWN,NA
4/6/2019 15:40,F--CLEARED BY ARREST - ADULT,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,C. B. D. / RIVERFRONT,99 - NONE,OVER 70,WHITE,UNKNOWN,NA
6/25/2019 9:59,I--INVESTIGATION PENDING,IMPROPERLY DISCHARGING FIREARM AT/INTO HABITATION/SCHOOL,08-SCHOOL,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,MILLVALE,11 - FIREARM (TYPE NOT STATED),UNKNOWN,NA,UNKNOWN,BLACK
7/31/2019 14:21,F--CLEARED BY ARREST - ADULT,AGGRAVATED MENACING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,WALNUT HILLS,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",18-25,WHITE,UNKNOWN,NA
6/27/2019 13:45,Z--EARLY CLOSED,THEFT,03-RESIDENTIAL FACILITY,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,THURSDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,61-70,BLACK,UNKNOWN,NA
1/28/2019 15:57,F--CLEARED BY ARREST - ADULT,THEFT,44-CONSTRUCTION SITE,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,MONDAY,WESTWOOD,99 - NONE,31-40,WHITE,UNKNOWN,NA
3/15/2019 10:52,F--CLEARED BY ARREST - ADULT,BREAKING AND ENTERING,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,WESTWOOD,U - UNKNOWN,31-40,WHITE,31-40,WHITE
2/12/2019 11:00,J--CLOSED,BURGLARY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,MOUNT AIRY,99 - NONE,26-30,BLACK,UNKNOWN,NA
1/1/2019 17:04,F--CLEARED BY ARREST - ADULT,MENACING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST PRICE HILL,99 - NONE,41-50,BLACK,UNKNOWN,NA
3/15/2019 19:43,F--CLEARED BY ARREST - ADULT,AGGRAVATED MENACING,02-MULTI FAMILY APARTMENT,NA,88--DOMESTIC VIOLENCE,FRIDAY,WESTWOOD,12 - HANDGUN,31-40,BLACK,UNKNOWN,NA
7/30/2019 16:29,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,FAY APARTMENTS,99 - NONE,18-25,BLACK,UNKNOWN,NA
6/1/2019 3:28,J--CLOSED,CRIMINAL DAMAGING/ENDANGERING,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WINTON HILLS,U - UNKNOWN,31-40,BLACK,26-30,BLACK
8/1/2019 12:38,NA,THEFT,49-PARK/PLAYGROUND,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,THURSDAY,LINWOOD,99 - NONE,31-40,WHITE,UNKNOWN,NA
7/16/2019 19:35,J--CLOSED,THEFT,52-OTHER OUTSIDE LOCATION,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,MONDAY,MOUNT AIRY,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
3/12/2019 15:40,D--VICTIM REFUSED TO COOPERATE,TELEPHONE HARASSMENT,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,FAIRVIEW,99 - NONE,18-25,BLACK,18-25,BLACK
1/10/2019 10:00,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,18-25,WHITE,UNKNOWN,NA
6/25/2019 14:50,J--CLOSED,THEFT,27-BUY/SELL/TRADE SHOP,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,SUNDAY,MT.  WASHINGTON,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
